Township,Date,Temp-Min,Temp-Max
T062R19W5,2018-01-23,-13.25,-1.35
T062R19W5,2018-01-24,-10.93,-4.17
T062R19W5,2018-01-25,-12.71,-10.50
T062R19W5,2018-01-26,-17.39,-13.29
T062R19W5,2018-01-27,-20.02,-15.90
T062R19W5,2018-01-28,-20.95,-15.88
T062R19W5,2018-01-29,-17.19,-10.57
T062R19W5,2018-01-30,-19.14,-12.16
T062R19W5,2018-01-31,-21.11,-17.39
T062R19W5,2018-02-01,-22.61,-19.00
T062R19W5,2018-02-02,-21.16,-19.31
T062R19W5,2018-02-03,-29.19,-20.67
T062R19W5,2018-02-04,-27.29,-14.03
T062R19W5,2018-02-05,-29.21,-9.99
T062R19W5,2018-02-06,-25.58,-12.82
T062R19W5,2018-02-07,-15.35,-12.09
T062R19W5,2018-02-08,-20.17,-12.54
T062R19W5,2018-02-09,-26.28,-7.24
T062R19W5,2018-02-10,-15.99,-4.44
T062R19W5,2018-02-11,-25.13,-11.75
T062R19W5,2018-02-12,-24.04,-0.44
T062R19W5,2018-02-13,-8.45,3.73
T062R19W5,2018-02-14,-21.28,1.88
T062R19W5,2018-02-15,-25.02,-4.72
T062R19W5,2018-02-16,-15.53,-6.26
T062R19W5,2018-02-17,-23.92,-9.67
T062R19W5,2018-02-18,-18.39,-12.27
T062R19W5,2018-02-19,-19.02,-6.03
T062R19W5,2018-02-20,-17.08,-12.15
T062R19W5,2018-02-21,-17.41,-6.70
T062R19W5,2018-02-22,-12.16,-2.18
T062R19W5,2018-02-23,-10.93,3.23
T062R19W5,2018-02-24,-5.37,2.57
T062R19W5,2018-02-25,-6.93,-0.63
T062R19W5,2018-02-26,-7.18,3.12
T062R19W5,2018-02-27,-6.06,1.59
T062R19W5,2018-02-28,-6.45,3.60
T062R19W5,2018-03-01,-8.68,-2.60
T062R19W5,2018-03-02,-12.44,-9.55
T062R19W5,2018-03-03,-14.67,-10.88
T062R19W5,2018-03-04,-18.19,-8.61
T062R19W5,2018-03-05,-23.97,-4.07
T062R19W5,2018-03-06,-15.64,-1.43
T062R19W5,2018-03-07,-18.05,-0.95
T062R19W5,2018-03-08,-18.22,-0.44
T062R19W5,2018-03-09,-8.72,2.26
T062R19W5,2018-03-10,-11.81,10.31
T062R19W5,2018-03-11,-9.84,12.13
T062R19W5,2018-03-12,-9.40,13.76
T062R19W5,2018-03-13,-6.55,11.43
T062R19W5,2018-03-14,-5.55,6.16
T062R19W5,2018-03-15,-5.71,5.62
T062R19W5,2018-03-16,-2.54,4.31
T062R19W5,2018-03-17,-3.98,4.13
T062R19W5,2018-03-18,-3.87,5.80
T062R19W5,2018-03-19,-5.70,9.56
T062R19W5,2018-03-20,-0.02,6.90
T062R19W5,2018-03-21,-4.18,3.97
T062R19W5,2018-03-22,-2.35,-0.72
T062R19W5,2018-03-23,-8.54,0.53
T062R19W5,2018-03-24,-12.32,-6.16
T062R19W5,2018-03-25,-12.79,-0.62
T062R19W5,2018-03-26,-9.59,-2.64
T062R19W5,2018-03-27,-8.69,0.65
T062R19W5,2018-03-28,-7.70,1.45
T062R19W5,2018-03-29,-9.06,-0.10
T062R19W5,2018-03-30,-23.18,-9.34
T062R19W5,2018-03-31,-24.75,-2.01
T062R19W5,2018-04-01,-23.14,-0.83
T062R19W5,2018-04-02,-21.49,-4.00
T062R19W5,2018-04-03,-21.16,-1.02
T062R19W5,2018-04-04,-18.21,-7.40
T062R19W5,2018-04-05,-23.91,-6.78
T062R19W5,2018-04-06,-16.27,-6.29
T062R19W5,2018-04-07,-16.21,-5.42
T062R19W5,2018-04-08,-12.36,3.63
T062R19W5,2018-04-09,-7.19,10.97
T062R19W5,2018-04-10,-2.20,9.07
T062R19W5,2018-04-11,-3.51,3.45
T062R19W5,2018-04-12,-2.69,0.47
T062R19W5,2018-04-13,-3.43,11.35
T062R19W5,2018-04-14,0.35,10.51
T062R19W5,2018-04-15,-2.60,7.94
T062R19W5,2018-04-16,-2.00,0.85
T062R19W5,2018-04-17,-4.17,1.34
T062R19W5,2018-04-18,-4.02,10.76
T062R19W5,2018-04-19,-1.88,13.44
T062R19W5,2018-04-20,-0.65,13.90
T062R19W5,2018-04-21,1.44,9.31
T062R19W5,2018-04-22,-0.30,8.61
T062R19W5,2018-04-23,-1.69,15.42
T062R19W5,2018-04-24,3.51,15.96
T062R19W5,2018-04-25,3.23,17.06
T062R19W5,2018-04-26,2.94,19.91
T062R19W5,2018-04-27,0.92,24.71
T062R19W5,2018-04-28,5.06,22.84
T062R19W5,2018-04-29,0.66,9.26
T062R19W5,2018-04-30,-1.56,18.55
T062R19W5,2018-05-01,2.04,13.16
T062R19W5,2018-05-02,2.93,18.69
T062R19W5,2018-05-03,2.87,15.26
T062R19W5,2018-05-04,6.25,19.36
T062R19W5,2018-05-05,2.31,22.42
T062R19W5,2018-05-06,3.03,23.60
T062R19W5,2018-05-07,4.68,24.23
T062R19W5,2018-05-08,7.37,21.13
T062R19W5,2018-05-09,4.20,14.63
T062R19W5,2018-05-10,2.88,7.19
T062R19W5,2018-05-11,1.29,22.46
T062R19W5,2018-05-12,8.56,23.18
T062R19W5,2018-05-13,6.82,21.86
T062R19W5,2018-05-14,6.22,26.82
T062R19W5,2018-05-15,6.69,26.11
T062R19W5,2018-05-16,9.25,18.06
T062R19W5,2018-05-17,6.42,14.96
T062R19W5,2018-05-18,0.35,20.98
T062R19W5,2018-05-19,3.40,24.41
T062R19W5,2018-05-20,8.07,23.97
T062R19W5,2018-05-21,8.58,23.63
T062R19W5,2018-05-22,5.23,28.29
T062R19W5,2018-05-23,10.08,29.79
T062R19W5,2018-05-24,10.78,25.69
T062R19W5,2018-05-25,7.35,22.66
T062R19W5,2018-05-26,5.81,18.95
T062R19W5,2018-05-27,2.35,22.47
T062R19W5,2018-05-28,8.32,18.74
T062R19W5,2018-05-29,4.57,16.47
T062R19W5,2018-05-30,2.40,12.74
T062R19W5,2018-05-31,4.53,13.69
T062R19W5,2018-06-01,6.85,15.81
T062R19W5,2018-06-02,5.24,18.14
T062R19W5,2018-06-03,3.89,21.18
T062R19W5,2018-06-04,6.28,16.86
T062R19W5,2018-06-05,-0.11,16.12
T062R19W5,2018-06-06,3.27,21.01
T062R19W5,2018-06-07,4.69,25.52
T062R19W5,2018-06-08,8.17,25.98
T062R19W5,2018-06-09,10.00,18.19
T062R19W5,2018-06-10,6.43,10.58
T062R19W5,2018-06-11,5.72,12.45
T062R19W5,2018-06-12,5.69,16.40
T062R19W5,2018-06-13,2.23,18.76
T062R19W5,2018-06-14,3.55,18.57
T062R19W5,2018-06-15,6.47,18.82
T062R19W5,2018-06-16,5.48,21.19
T062R19W5,2018-06-17,5.67,26.95
T062R19W5,2018-06-18,8.43,29.11
T062R19W5,2018-06-19,10.16,29.24
T062R19W5,2018-06-20,10.34,31.03
T062R19W5,2018-06-21,12.64,26.55
T062R19W5,2018-06-22,14.22,25.89
T062R19W5,2018-06-23,12.89,25.45
T062R19W5,2018-06-24,11.70,27.83
T062R19W5,2018-06-25,9.18,20.35
T062R19W5,2018-06-26,4.96,16.39
T062R19W5,2018-06-27,10.14,18.54
T062R19W5,2018-06-28,7.86,20.12
T062R19W5,2018-06-29,6.67,20.18
T062R19W5,2018-06-30,6.92,21.30
T062R19W5,2018-07-01,6.81,15.57
T062R19W5,2018-07-02,8.13,11.36
T062R19W5,2018-07-03,9.47,13.48
T062R19W5,2018-07-04,10.98,21.24
T062R19W5,2018-07-05,8.14,28.09
T062R19W5,2018-07-06,13.24,25.62
T062R19W5,2018-07-07,8.87,18.13
T062R19W5,2018-07-08,7.56,23.48
T062R19W5,2018-07-09,9.33,26.71
T062R19W5,2018-07-10,12.87,21.00
T062R19W5,2018-07-11,10.62,25.13
T062R19W5,2018-07-12,10.21,24.98
T062R19W5,2018-07-13,10.50,17.04
T062R19W5,2018-07-14,7.71,19.80
T062R19W5,2018-07-15,6.68,27.38
T062R19W5,2018-07-16,12.91,28.63
T062R19W5,2018-07-17,13.06,27.66
T062R19W5,2018-07-18,13.95,25.55
T062R19W5,2018-07-19,10.68,23.33
T062R19W5,2018-07-20,9.34,13.61
T062R19W5,2018-07-21,8.25,15.73
T062R19W5,2018-07-22,10.72,18.30
T062R19W5,2018-07-23,8.55,13.70
T062R19W5,2018-07-24,6.03,17.21
T062R19W5,2018-07-25,5.10,23.06
T062R19W5,2018-07-26,7.21,24.61
T062R19W5,2018-07-27,10.57,27.70
T062R19W5,2018-07-28,9.62,29.23
T062R19W5,2018-07-29,10.32,30.70
T062R19W5,2018-07-30,12.64,26.25
T062R19W5,2018-07-31,11.90,26.73
T062R19W5,2018-08-01,12.97,26.14
T062R19W5,2018-08-02,12.07,21.78
T062R19W5,2018-08-03,12.65,22.17
T062R19W5,2018-08-04,12.77,23.62
T062R19W5,2018-08-05,9.67,26.60
T062R19W5,2018-08-06,12.73,28.21
T062R19W5,2018-08-07,12.85,24.94
T062R19W5,2018-08-08,12.02,30.43
T062R19W5,2018-08-09,11.85,30.68
T062R19W5,2018-08-10,12.59,26.15
T062R19W5,2018-08-11,9.49,18.37
T062R19W5,2018-08-12,7.82,11.75
T062R19W5,2018-08-13,4.65,23.83
T062R19W5,2018-08-14,14.31,27.52
T062R19W5,2018-08-15,11.56,19.94
T062R19W5,2018-08-16,7.53,23.34
T062R19W5,2018-08-17,9.62,23.75
T062R19W5,2018-08-18,7.36,18.95
T062R19W5,2018-08-19,3.43,21.96
T062R19W5,2018-08-20,2.78,23.86
T062R19W5,2018-08-21,8.99,28.45
T062R19W5,2018-08-22,11.29,27.67
T062R19W5,2018-08-23,8.61,12.73
T062R19W5,2018-08-24,5.35,11.51
T062R19W5,2018-08-25,5.13,16.28
T062R19W5,2018-08-26,7.22,11.88
T062R19W5,2018-08-27,6.31,17.07
T062R19W5,2018-08-28,9.88,20.08
T062R19W5,2018-08-29,9.81,16.96
T062R19W5,2018-08-30,5.70,11.66
T062R19W5,2018-08-31,3.97,16.72
T062R19W5,2018-09-01,4.81,14.05
T062R19W5,2018-09-02,4.68,14.18
T062R19W5,2018-09-03,4.94,9.84
T062R19W5,2018-09-04,0.96,16.63
T062R19W5,2018-09-05,0.89,17.03
T062R19W5,2018-09-06,4.72,18.32
T062R19W5,2018-09-07,7.32,22.77
T062R19W5,2018-09-08,8.99,17.98
T062R19W5,2018-09-09,5.36,8.92
T062R19W5,2018-09-10,6.17,12.97
T062R19W5,2018-09-11,0.69,12.81
T062R19W5,2018-09-12,-2.76,-0.12
T062R19W5,2018-09-13,-3.91,-0.48
T062R19W5,2018-09-14,-6.55,3.36
T062R19W5,2018-09-15,-0.73,2.15
T062R19W5,2018-09-16,0.06,3.24
T062R19W5,2018-09-17,-0.14,8.33
T062R19W5,2018-09-18,0.09,7.69
T062R19W5,2018-09-19,-1.01,14.34
T062R19W5,2018-09-20,0.82,4.51
T062R19W5,2018-09-21,-1.05,2.04
T062R19W5,2018-09-22,-1.27,1.62
T062R19W5,2018-09-23,-2.33,11.88
T062R19W5,2018-09-24,3.87,13.59
T062R19W5,2018-09-25,1.46,16.38
T062R19W5,2018-09-26,5.24,10.30
T062R19W5,2018-09-27,1.74,10.00
T062R19W5,2018-09-28,-2.51,7.82
T062R19W5,2018-09-29,-6.23,3.25
T062R19W5,2018-09-30,-8.00,3.39
T062R19W5,2018-10-01,-2.83,0.88
T062R19W5,2018-10-02,-5.79,0.89
T062R19W5,2018-10-03,-7.50,7.37
T062R19W5,2018-10-04,-3.43,10.20
T062R19W5,2018-10-05,-6.70,7.01
T062R19W5,2018-10-06,-2.87,8.32
T062R19W5,2018-10-07,-1.05,2.56
T062R19W5,2018-10-08,-3.93,-1.15
T062R19W5,2018-10-09,-4.94,-3.13
T062R19W5,2018-10-10,-4.40,-0.09
T062R19W5,2018-10-11,-4.85,7.45
T062R19W5,2018-10-12,-2.71,4.68
T062R19W5,2018-10-13,-2.63,4.76
T062R19W5,2018-10-14,-2.44,14.14
T062R19W5,2018-10-15,7.07,14.77
T062R19W5,2018-10-16,2.97,21.18
T062R19W5,2018-10-17,7.14,23.54
T062R19W5,2018-10-18,1.19,13.90
T062R19W5,2018-10-19,-0.20,14.38
T062R19W5,2018-10-20,1.12,15.06
T062R19W5,2018-10-21,-3.13,11.01
T062R19W5,2018-10-22,-3.15,13.28
T062R19W5,2018-10-23,-1.37,18.47
T062R19W5,2018-10-24,-0.28,15.65
T062R19W5,2018-10-25,2.12,16.78
T062R19W5,2018-10-26,-2.08,7.54
T062R19W5,2018-10-27,-1.56,8.75
T062R19W5,2018-10-28,-4.14,3.69
T062R19W5,2018-10-29,-4.48,6.69
T062R19W5,2018-10-30,-0.16,8.98
T062R19W5,2018-10-31,-1.11,5.83
T062R19W5,2018-11-01,-2.59,0.98
T062R19W5,2018-11-02,-2.01,0.13
T062R19W5,2018-11-03,-0.38,6.80
T062R19W5,2018-11-04,-7.95,2.47
T062R19W5,2018-11-05,-9.64,-7.46
T062R19W5,2018-11-06,-11.56,-9.77
T062R19W5,2018-11-07,-15.62,-4.57
T062R19W5,2018-11-08,-15.12,-0.27
T062R19W5,2018-11-09,-8.35,2.94
T062R19W5,2018-11-10,-2.39,1.56
T062R19W5,2018-11-11,-8.35,-2.50
T062R19W5,2018-11-12,-6.34,6.61
T062R19W5,2018-11-13,0.04,11.05
T062R19W5,2018-11-14,-0.35,7.16
T062R19W5,2018-11-15,-11.10,1.80
T062R19W5,2018-11-16,-15.81,-10.71
T062R19W5,2018-11-17,-13.40,0.05
T062R19W5,2018-11-18,-0.07,3.87
T062R19W5,2018-11-19,-0.40,9.38
T062R19W5,2018-11-20,-1.12,9.28
T062R19W5,2018-11-21,-1.99,10.82
T062R19W5,2018-11-22,-6.94,5.29
T062R19W5,2018-11-23,-9.50,-3.05
T062R19W5,2018-11-24,-5.91,-0.04
T062R19W5,2018-11-25,-7.40,4.81
T062R19W5,2018-11-26,-5.82,-1.99
T062R19W5,2018-11-27,-5.90,-0.86
T062R19W5,2018-11-28,-3.26,6.51
T062R19W5,2018-11-29,0.08,3.79
T062R19W5,2018-11-30,-2.05,0.64
T062R19W5,2018-12-01,-3.20,-0.98
T062R19W5,2018-12-02,-6.21,-3.37
T062R19W5,2018-12-03,-13.07,-4.29
T062R19W5,2018-12-04,-8.85,-2.17
T062R19W5,2018-12-05,-13.82,-4.43
T062R19W5,2018-12-06,-14.46,-3.79
T062R19W5,2018-12-07,-9.58,0.91
T062R19W5,2018-12-08,-8.87,2.70
T062R19W5,2018-12-09,-2.10,4.66
T062R19W5,2018-12-10,-4.67,4.67
T062R19W5,2018-12-11,-8.92,5.02
T062R19W5,2018-12-12,-2.39,2.31
T062R19W5,2018-12-13,-2.70,5.14
T062R19W5,2018-12-14,-3.14,4.62
T062R19W5,2018-12-15,-11.39,5.39
T062R19W5,2018-12-16,-11.43,-6.79
T062R19W5,2018-12-17,-9.51,5.77
T062R19W5,2018-12-18,-5.26,5.67
T062R19W5,2018-12-19,-3.37,4.52
T062R19W5,2018-12-20,-6.40,-1.04
T062R19W5,2018-12-21,-6.29,-2.41
T062R19W5,2018-12-22,-15.43,-5.43
T062R19W5,2018-12-23,-9.70,-6.33
T062R19W5,2018-12-24,-10.97,-5.99
T062R19W5,2018-12-25,-12.43,-4.78
T062R19W5,2018-12-26,-14.88,-9.33
T062R19W5,2018-12-27,-17.17,-6.06
T062R19W5,2018-12-28,-8.33,-0.66
T062R19W5,2018-12-29,-9.93,-2.09
T062R19W5,2018-12-30,-17.23,-10.93
T062R19W5,2018-12-31,-16.44,-2.89
T062R19W5,2019-01-01,-7.29,4.22
T062R19W5,2019-01-02,1.26,7.96
T062R19W5,2019-01-03,-1.65,1.56
T062R19W5,2019-01-04,-5.36,-1.44
T062R19W5,2019-01-05,-6.65,-4.38
T062R19W5,2019-01-06,-13.28,-6.12
T062R19W5,2019-01-07,-23.43,-13.68
T062R19W5,2019-01-08,-26.46,-9.75
T062R19W5,2019-01-09,-15.45,-11.64
T062R19W5,2019-01-10,-15.93,-9.16
T062R19W5,2019-01-11,-10.09,1.32
T062R19W5,2019-01-12,-4.94,6.06
T062R19W5,2019-01-13,-6.40,4.32
T062R19W5,2019-01-14,-3.82,4.24
T062R19W5,2019-01-15,-8.33,-2.61
T062R19W5,2019-01-16,-16.25,-8.19
T062R19W5,2019-01-17,-19.98,-15.66
T062R19W5,2019-01-18,-19.80,-15.20
T062R19W5,2019-01-19,-16.28,-12.37
T062R19W5,2019-01-20,-12.25,3.89
T062R19W5,2019-01-21,-6.40,2.81
T062R19W5,2019-01-22,-7.81,1.57
T062R19W5,2019-01-23,-22.91,-8.25
T062R19W5,2019-01-24,-15.68,2.22
T062R19W5,2019-01-25,-6.06,4.79
T062R19W5,2019-01-26,-2.59,10.43
T062R19W5,2019-01-27,-4.34,8.32
T062R19W5,2019-01-28,-12.64,-3.10
T062R19W5,2019-01-29,-14.66,1.38
T062R19W5,2019-01-30,-5.22,3.66
T062R19W5,2019-01-31,-18.83,2.21
T062R19W5,2019-02-01,-20.86,-18.04
T062R19W5,2019-02-02,-31.92,-20.86
T062R19W5,2019-02-03,-36.97,-29.82
T062R19W5,2019-02-04,-34.63,-23.07
T062R19W5,2019-02-05,-31.23,-20.44
T062R19W5,2019-02-06,-26.23,-14.72
T062R19W5,2019-02-07,-25.16,-11.21
T062R19W5,2019-02-08,-32.00,-19.99
T062R19W5,2019-02-09,-36.97,-20.61
T062R19W5,2019-02-10,-32.01,-20.81
T062R19W5,2019-02-11,-26.49,-19.24
T062R19W5,2019-02-12,-30.24,-17.63
T062R19W5,2019-02-13,-31.18,-10.56
T062R19W5,2019-02-14,-27.30,-11.43
T062R19W5,2019-02-15,-24.55,-17.06
T062R19W5,2019-02-16,-20.14,-15.54
T062R19W5,2019-02-17,-26.16,-16.79
T062R19W5,2019-02-18,-28.81,-5.86
T062R19W5,2019-02-19,-11.26,-1.42
T062R19W5,2019-02-20,-20.51,-5.11
T062R19W5,2019-02-21,-24.93,-3.27
T062R19W5,2019-02-22,-13.38,-2.23
T062R19W5,2019-02-23,-19.06,-14.25
T062R19W5,2019-02-24,-28.97,-11.94
T062R19W5,2019-02-25,-30.14,-8.81
T062R19W5,2019-02-26,-26.56,-5.88
T062R19W5,2019-02-27,-16.80,-2.02
T062R19W5,2019-02-28,-16.68,-4.67
T062R19W5,2019-03-01,-32.03,-19.04
T062R19W5,2019-03-02,-34.39,-15.59
T062R19W5,2019-03-03,-31.98,-10.89
T062R19W5,2019-03-04,-26.09,-4.75
T062R19W5,2019-03-05,-23.91,-8.35
T062R19W5,2019-03-06,-21.85,-6.83
T062R19W5,2019-03-07,-19.98,-8.74
T062R19W5,2019-03-08,-14.52,-0.54
T062R19W5,2019-03-09,-19.49,2.36
T062R19W5,2019-03-10,-12.58,9.54
T062R19W5,2019-03-11,-0.47,9.01
T062R19W5,2019-03-12,-3.80,2.21
T062R19W5,2019-03-13,-6.35,3.88
T062R19W5,2019-03-14,-8.38,8.96
T062R19W5,2019-03-15,-4.40,6.26
T062R19W5,2019-03-16,-5.79,9.08
T062R19W5,2019-03-17,-0.38,12.37
T062R19W5,2019-03-18,-1.81,15.84
T062R19W5,2019-03-19,-1.07,19.97
T062R19W5,2019-03-20,-3.02,19.09
T062R19W5,2019-03-21,-3.21,18.01
T062R19W5,2019-03-22,-2.70,18.62
T062R19W5,2019-03-23,-2.17,13.10
T062R19W5,2019-03-24,-0.13,7.73
T062R19W5,2019-03-25,-0.96,11.81
T062R19W5,2019-03-26,1.39,6.15
T062R19W5,2019-03-27,-2.69,4.95
T062R19W5,2019-03-28,-6.15,9.00
T062R19W5,2019-03-29,-4.77,14.31
T062R19W5,2019-03-30,-1.70,11.39
T062R19W5,2019-03-31,-0.12,6.30
T062R19W5,2019-04-01,-2.20,7.78
T062R19W5,2019-04-02,-4.25,7.28
T062R19W5,2019-04-03,-2.83,12.06
T062R19W5,2019-04-04,-3.96,2.01
T062R19W5,2019-04-05,-1.64,3.58
T062R19W5,2019-04-06,-1.88,9.70
T062R19W5,2019-04-07,-2.37,11.70
T062R19W5,2019-04-08,-0.14,13.90
T062R19W5,2019-04-09,-2.57,13.77
T062R19W5,2019-04-10,1.09,11.76
T062R19W5,2019-04-11,-1.10,2.99
T062R19W5,2019-04-12,-3.26,11.13
T062R19W5,2019-04-13,-0.94,12.29
T062R19W5,2019-04-14,-0.06,6.90
T062R19W5,2019-04-15,-2.30,4.83
T062R19W5,2019-04-16,-5.13,10.88
T062R19W5,2019-04-17,-0.60,12.26
T062R19W5,2019-04-18,0.27,16.67
T062R19W5,2019-04-19,0.51,12.25
T062R19W5,2019-04-20,-2.69,9.25
T062R19W5,2019-04-21,-3.35,15.26
T062R19W5,2019-04-22,-1.23,15.62
T062R19W5,2019-04-23,-1.21,14.83
T062R19W5,2019-04-24,-2.59,6.73
T062R19W5,2019-04-25,-1.43,8.52
T062R19W5,2019-04-26,-2.37,10.26
T062R19W5,2019-04-27,-2.00,3.38
T062R19W5,2019-04-28,-4.15,4.67
T062R19W5,2019-04-29,-5.29,8.03
T062R19W5,2019-04-30,-4.01,0.59
T062R19W5,2019-05-01,-3.43,1.98
T062R19W5,2019-05-02,-6.72,9.16
T062R19W5,2019-05-03,-4.62,0.23
T062R19W5,2019-05-04,-5.22,3.36
T062R19W5,2019-05-05,-5.32,6.25
T062R19W5,2019-05-06,-1.01,10.98
T062R19W5,2019-05-07,2.84,14.93
T062R19W5,2019-05-08,0.71,16.54
T062R19W5,2019-05-09,5.02,21.83
T062R19W5,2019-05-10,5.42,18.30
T062R19W5,2019-05-11,2.47,24.92
T062R19W5,2019-05-12,6.82,19.67
T062R19W5,2019-05-13,-0.50,15.25
T062R19W5,2019-05-14,0.14,13.96
T062R19W5,2019-05-15,4.86,8.81
T062R19W5,2019-05-16,4.27,11.42
T062R19W5,2019-05-17,6.22,15.42
T062R19W5,2019-05-18,7.95,14.27
T062R19W5,2019-05-19,5.24,17.32
T062R19W5,2019-05-20,5.72,18.96
T062R19W5,2019-05-21,5.53,19.34
T062R19W5,2019-05-22,3.74,18.23
T062R19W5,2019-05-23,7.58,18.33
T062R19W5,2019-05-24,7.01,13.51
T062R19W5,2019-05-25,2.94,18.18
T062R19W5,2019-05-26,0.05,22.08
T062R19W5,2019-05-27,3.37,24.97
T062R19W5,2019-05-28,3.85,28.78
T062R19W5,2019-05-29,9.97,27.92
T062R19W5,2019-05-30,7.81,18.57
T062R19W5,2019-05-31,7.12,24.15
T062R19W5,2019-06-01,9.19,25.62
T062R19W5,2019-06-02,9.76,21.56
T062R19W5,2019-06-03,7.38,15.81
T062R19W5,2019-06-04,4.60,17.88
T062R19W5,2019-06-05,2.33,17.04
T062R19W5,2019-06-06,4.16,8.60
T062R19W5,2019-06-07,4.83,10.52
T062R19W5,2019-06-08,1.95,11.67
T062R19W5,2019-06-09,2.31,16.50
T062R19W5,2019-06-10,5.94,18.43
T062R19W5,2019-06-11,7.98,20.61
T062R19W5,2019-06-12,12.31,26.86
T062R19W5,2019-06-13,10.90,22.58
T062R19W5,2019-06-14,7.31,20.32
T062R19W5,2019-06-15,6.60,21.99
T062R19W5,2019-06-16,5.16,26.26
T062R19W5,2019-06-17,9.01,27.84
T062R19W5,2019-06-18,10.68,20.24
T062R19W5,2019-06-19,7.10,10.08
T062R19W5,2019-06-20,5.35,8.48
T062R19W5,2019-06-21,8.24,11.09
T062R19W5,2019-06-22,5.04,20.44
T062R19W5,2019-06-23,9.29,17.61
T062R19W5,2019-06-24,8.75,13.04
T062R19W5,2019-06-25,9.74,19.56
T062R19W5,2019-06-26,6.18,18.19
T062R19W5,2019-06-27,8.34,20.30
T062R19W5,2019-06-28,9.90,16.80
T062R19W5,2019-06-29,7.91,16.14
T062R19W5,2019-06-30,7.59,23.91
T062R19W5,2019-07-01,4.30,15.61
T062R19W5,2019-07-02,6.69,17.79
T062R19W5,2019-07-03,6.02,17.28
T062R19W5,2019-07-04,4.27,17.88
T062R19W5,2019-07-05,6.96,19.12
T062R19W5,2019-07-06,10.43,15.79
T062R19W5,2019-07-07,10.97,14.91
T062R19W5,2019-07-08,9.57,17.19
T062R19W5,2019-07-09,7.53,12.62
T062R19W5,2019-07-10,10.47,14.48
T062R19W5,2019-07-11,11.04,22.99
T062R19W5,2019-07-12,10.86,24.79
T062R19W5,2019-07-13,12.43,23.21
T062R19W5,2019-07-14,10.52,22.09
T062R19W5,2019-07-15,10.28,23.52
T062R19W5,2019-07-16,9.62,23.82
T062R19W5,2019-07-17,9.44,23.32
T062R19W5,2019-07-18,9.10,16.37
T062R19W5,2019-07-19,9.35,13.92
T062R19W5,2019-07-20,7.84,23.29
T062R19W5,2019-07-21,9.25,25.95
T062R19W5,2019-07-22,11.30,28.25
T062R19W5,2019-07-23,14.73,25.92
T062R19W5,2019-07-24,11.46,15.30
T062R19W5,2019-07-25,10.33,21.85
T062R19W5,2019-07-26,10.47,25.50
T062R19W5,2019-07-27,11.07,17.25
T062R19W5,2019-07-28,12.10,21.28
T062R19W5,2019-07-29,10.82,23.36
T062R19W5,2019-07-30,10.69,19.80
T062R19W5,2019-07-31,10.93,20.54
T062R19W5,2019-08-01,9.32,22.33
T062R19W5,2019-08-02,11.88,20.38
T062R19W5,2019-08-03,10.74,19.56
T062R19W5,2019-08-04,10.12,24.19
T062R19W5,2019-08-05,13.44,24.63
T062R19W5,2019-08-06,9.57,17.48
T062R19W5,2019-08-07,7.53,21.48
T062R19W5,2019-08-08,8.99,18.42
T062R19W5,2019-08-09,7.24,10.52
T062R19W5,2019-08-10,4.05,14.04
T062R19W5,2019-08-11,9.42,18.63
T062R19W5,2019-08-12,10.95,16.03
T062R19W5,2019-08-13,7.95,22.65
T062R19W5,2019-08-14,9.30,23.33
T062R19W5,2019-08-15,11.83,22.54
T062R19W5,2019-08-16,6.88,13.57
T062R19W5,2019-08-17,5.53,15.09
T062R19W5,2019-08-18,6.63,11.44
T062R19W5,2019-08-19,8.23,16.65
T062R19W5,2019-08-20,8.24,24.44
T062R19W5,2019-08-21,12.41,24.11
T062R19W5,2019-08-22,6.41,17.51
T062R19W5,2019-08-23,5.72,18.00
T062R19W5,2019-08-24,8.43,20.09
T062R19W5,2019-08-25,9.46,17.05
T062R19W5,2019-08-26,5.52,17.19
T062R19W5,2019-08-27,4.12,18.54
T062R19W5,2019-08-28,6.37,16.85
T062R19W5,2019-08-29,2.15,17.46
T062R19W5,2019-08-30,7.48,17.71
T062R19W5,2019-08-31,6.82,19.31
T062R19W5,2019-09-01,6.39,15.67
T062R19W5,2019-09-02,9.64,21.06
T062R19W5,2019-09-03,9.19,26.05
T062R19W5,2019-09-04,10.44,21.77
T062R19W5,2019-09-05,4.41,20.68
T062R19W5,2019-09-06,7.88,19.73
T062R19W5,2019-09-07,10.48,20.60
T062R19W5,2019-09-08,8.55,11.73
T062R19W5,2019-09-09,7.96,10.84
T062R19W5,2019-09-10,8.04,11.08
T062R19W5,2019-09-11,6.73,14.82
T062R19W5,2019-09-12,5.95,22.42
T062R19W5,2019-09-13,8.34,19.95
T062R19W5,2019-09-14,8.70,19.43
T062R19W5,2019-09-15,8.37,16.96
T062R19W5,2019-09-16,6.92,15.76
T062R19W5,2019-09-17,2.79,18.88
T062R19W5,2019-09-18,4.23,14.18
T062R19W5,2019-09-19,2.95,16.03
T062R19W5,2019-09-20,7.09,16.59
T062R19W5,2019-09-21,6.22,22.94
T062R19W5,2019-09-22,8.05,17.57
T062R19W5,2019-09-23,4.71,11.70
T062R19W5,2019-09-24,4.74,14.93
T062R19W5,2019-09-25,6.75,12.20
T062R19W5,2019-09-26,1.56,7.44
T062R19W5,2019-09-27,-1.26,1.79
T062R19W5,2019-09-28,-1.87,4.26
T062R19W5,2019-09-29,-3.87,3.51
