Township,Date,Air Temp. Avg. (°C),Air Temp. Min. (°C),Air Temp. Max. (°C),Precip. (mm),Precip. Accumulated (mm),Relative Humidity Avg. (%),Modelled Snow Water Equiv. (mm),Incoming Solar Rad. Total (MJ/m2),Wind Speed 10 m Avg. (km/h)
T066R10W5,2014-04-08,8.545,1.08,16.01,0.00,2491.57,52.00,204.15,,15.26
T066R10W5,2014-04-09,3.46,0.34,6.58,0.00,2491.57,45.93,203.81,,25.63
T066R10W5,2014-04-10,2.78,-1.41,6.97,1.76,2493.33,67.63,205.23,,14.32
T066R10W5,2014-04-11,-1.19,-7.77,5.39,6.07,2499.40,87.72,212.22,,14.24
T066R10W5,2014-04-12,-4.355,-10.41,1.70,0.16,2499.56,72.71,212.15,,10.95
T066R10W5,2014-04-13,-3.09,-9.80,3.62,0.00,2499.56,57.63,211.87,,6.34
T066R10W5,2014-04-14,3.48,-5.02,11.98,0.00,2499.56,50.28,205.30,,6.90
T066R10W5,2014-04-15,-2.91,-6.87,1.05,5.43,2504.99,80.66,211.53,,8.88
T066R10W5,2014-04-16,-6.34,-8.84,-3.84,22.06,2527.05,87.87,237.75,,7.59
T066R10W5,2014-04-17,-5.22,-7.06,-3.38,2.41,2529.46,92.41,240.37,,12.06
T066R10W5,2014-04-18,-2.455,-5.09,0.18,0.80,2530.26,88.79,241.02,,6.85
T066R10W5,2014-04-19,3.385,-2.36,9.13,0.96,2531.22,66.66,241.60,,7.44
T066R10W5,2014-04-20,4.82,0.06,9.58,0.48,2531.70,65.76,241.67,,11.31
T066R10W5,2014-04-21,6.12,0.23,12.01,0.00,2531.70,49.18,224.85,,5.69
T066R10W5,2014-04-22,4.865,-0.40,10.13,11.59,2543.29,55.13,196.70,,16.72
T066R10W5,2014-04-23,-0.75,-3.37,1.87,13.91,2557.20,93.16,213.04,,10.55
T066R10W5,2014-04-24,0.55,-3.37,4.47,1.60,2558.80,91.15,214.59,,7.27
T066R10W5,2014-04-25,-0.415,-2.44,1.61,0.80,2559.60,90.48,215.20,,7.16
T066R10W5,2014-04-26,-0.525,-2.42,1.37,3.04,2562.64,83.72,218.48,,13.63
T066R10W5,2014-04-27,1.275,-2.03,4.58,0.00,2562.64,81.76,213.66,,8.53
T066R10W5,2014-04-28,4.8,-0.87,10.47,0.00,2562.64,59.42,196.01,,12.09
T066R10W5,2014-04-29,7.525,1.31,13.74,0.00,2562.64,49.82,173.43,,5.13
T066R10W5,2014-04-30,11.1,4.72,17.48,0.00,2562.64,51.17,148.08,,4.02
T066R10W5,2014-05-01,4.55,-2.73,11.83,0.00,2562.64,59.44,128.08,,10.62
T066R10W5,2014-05-02,-1.03,-6.76,4.70,0.00,2562.64,56.73,118.51,,11.86
T066R10W5,2014-05-03,-3.33,-6.16,-0.50,0.01,2562.65,72.49,118.17,,6.05
T066R10W5,2014-05-04,-1.6,-4.71,1.51,0.42,2563.07,71.31,114.76,,4.06
T066R10W5,2014-05-05,-0.405,-6.08,5.27,4.07,2567.14,63.29,113.73,,9.75
T066R10W5,2014-05-06,-2.545,-6.92,1.83,0.42,2567.56,70.15,109.37,,9.63
T066R10W5,2014-05-07,1.19,-4.32,6.70,0.00,2567.56,54.17,96.15,,3.57
T066R10W5,2014-05-08,3.745,-3.31,10.80,0.00,2567.56,53.14,77.16,,3.66
T066R10W5,2014-05-09,1.895,-4.50,8.29,0.00,2567.56,54.60,61.42,,8.30
T066R10W5,2014-05-10,0.865,-4.19,5.92,0.61,2568.17,58.92,50.54,,8.20
T066R10W5,2014-05-11,4.99,-1.23,11.21,0.00,2568.17,47.29,30.60,,4.50
T066R10W5,2014-05-12,6.695,-0.36,13.75,0.00,2568.17,49.07,6.72,,3.21
T066R10W5,2014-05-13,10.535,4.75,16.32,0.00,2568.17,52.26,0.00,,3.03
T066R10W5,2014-05-14,10.245,4.30,16.19,5.09,2573.26,70.03,0.00,,4.81
T066R10W5,2014-05-15,2.485,-1.03,6.00,1.22,2574.48,85.31,0.00,,13.57
T066R10W5,2014-05-16,6.025,-0.83,12.88,0.00,2574.48,74.75,0.00,,3.02
T066R10W5,2014-05-17,9.35,3.84,14.86,0.00,2574.48,61.50,0.00,,6.14
T066R10W5,2014-05-18,10.045,4.36,15.73,0.00,2574.48,64.54,0.00,,5.27
T066R10W5,2014-05-19,9.075,3.77,14.38,16.71,2591.19,74.72,0.00,,5.26
T066R10W5,2014-05-20,11.665,5.56,17.77,2.66,2593.85,69.73,0.00,,5.44
T066R10W5,2014-05-21,11.48,5.38,17.58,0.00,2593.85,61.27,0.00,,7.15
T066R10W5,2014-05-22,14.125,8.38,19.87,0.00,2593.85,55.36,0.00,,3.95
T066R10W5,2014-05-23,13.45,5.66,21.24,0.41,2594.26,60.19,0.00,,8.48
T066R10W5,2014-05-24,10.3,5.36,15.24,0.00,2594.26,55.59,0.00,,13.99
T066R10W5,2014-05-25,7.845,4.38,11.31,3.06,2597.32,79.57,0.00,,7.18
T066R10W5,2014-05-26,6.325,3.67,8.98,8.76,2606.08,94.73,0.00,,4.57
T066R10W5,2014-05-27,8.045,3.34,12.75,0.00,2606.08,77.07,0.00,,7.90
T066R10W5,2014-05-28,6.35,3.54,9.16,8.35,2614.43,89.20,0.00,,6.45
T066R10W5,2014-05-29,6.56,3.24,9.88,4.28,2618.71,91.19,0.00,,5.85
T066R10W5,2014-05-30,10.78,4.54,17.02,0.61,2619.32,70.38,0.00,,11.88
T066R10W5,2014-05-31,12.0,5.70,18.30,7.74,2627.06,66.94,0.00,,6.20
T066R10W5,2014-06-01,11.01,7.03,14.99,9.73,2636.79,81.11,0.00,,5.47
T066R10W5,2014-06-02,14.865,9.50,20.23,0.00,2636.79,61.19,0.00,,4.80
T066R10W5,2014-06-03,12.735,5.30,20.17,6.37,2643.16,71.92,0.00,,7.44
T066R10W5,2014-06-04,4.125,-1.14,9.39,4.97,2648.13,91.47,0.00,,7.05
T066R10W5,2014-06-05,2.41,-1.38,6.20,1.99,2650.12,81.68,0.00,,12.02
T066R10W5,2014-06-06,8.12,1.72,14.52,0.79,2650.91,62.93,0.00,,7.62
T066R10W5,2014-06-07,9.61,3.58,15.64,0.80,2651.71,65.40,0.00,,7.83
T066R10W5,2014-06-08,10.72,4.71,16.73,8.54,2660.25,73.97,0.00,,4.07
T066R10W5,2014-06-09,7.625,4.18,11.07,1.39,2661.64,85.48,0.00,,13.34
T066R10W5,2014-06-10,7.73,4.26,11.20,2.58,2664.22,86.70,0.00,,8.13
T066R10W5,2014-06-11,11.4,5.99,16.81,0.00,2664.22,66.48,0.00,,4.80
T066R10W5,2014-06-12,13.01,7.36,18.66,0.00,2664.22,63.32,0.00,,8.43
T066R10W5,2014-06-13,13.805,8.06,19.55,0.01,2664.23,59.75,0.00,,6.95
T066R10W5,2014-06-14,12.68,6.64,18.72,6.36,2670.59,70.93,0.00,,7.10
T066R10W5,2014-06-15,11.88,6.85,16.91,5.76,2676.35,79.31,0.00,,4.56
T066R10W5,2014-06-16,10.845,5.13,16.56,1.39,2677.74,75.93,0.00,,7.06
T066R10W5,2014-06-17,9.52,6.21,12.83,0.20,2677.94,81.80,0.00,,2.79
T066R10W5,2014-06-18,14.735,8.33,21.14,0.20,2678.14,68.52,0.00,,5.59
T066R10W5,2014-06-19,14.965,8.89,21.04,0.01,2678.15,78.19,0.00,,6.65
T066R10W5,2014-06-20,14.465,8.14,20.79,0.01,2678.16,81.47,0.00,,6.29
T066R10W5,2014-06-21,12.825,7.51,18.14,0.00,2678.16,49.65,0.00,,12.03
T066R10W5,2014-06-22,16.08,10.63,21.53,0.00,2678.16,49.63,0.00,,5.89
T066R10W5,2014-06-23,16.405,10.16,22.65,0.00,2678.16,55.20,0.00,,5.77
T066R10W5,2014-06-24,16.59,9.52,23.66,12.71,2690.87,71.35,0.00,,10.69
T066R10W5,2014-06-25,15.375,8.39,22.36,14.90,2705.77,88.10,0.00,,7.50
T066R10W5,2014-06-26,15.195,9.66,20.73,0.00,2705.77,60.45,0.00,,4.52
T066R10W5,2014-06-27,16.675,11.20,22.15,0.00,2705.77,63.37,0.00,,5.55
T066R10W5,2014-06-28,14.515,9.38,19.65,12.32,2718.09,84.10,0.00,,6.09
T066R10W5,2014-06-29,11.7,9.42,13.98,6.75,2724.84,90.46,0.00,,11.15
T066R10W5,2014-06-30,14.83,9.21,20.45,0.00,2724.84,72.93,0.00,,10.75
T066R10W5,2014-07-01,18.24,12.73,23.75,0.00,2724.84,61.53,0.00,,3.41
T066R10W5,2014-07-02,18.46,13.16,23.76,3.14,2727.98,67.72,0.00,,10.34
T066R10W5,2014-07-03,17.17,9.23,25.11,2.35,2730.33,82.42,0.00,,7.05
T066R10W5,2014-07-04,14.54,8.89,20.19,0.39,2730.72,67.58,0.00,,6.43
T066R10W5,2014-07-05,14.7,10.49,18.91,0.20,2730.92,72.12,0.00,,4.22
T066R10W5,2014-07-06,15.73,10.92,20.54,0.00,2730.92,66.90,0.00,,11.47
T066R10W5,2014-07-07,17.01,10.47,23.55,0.00,2730.92,63.86,0.00,,6.12
T066R10W5,2014-07-08,19.785,13.88,25.69,0.00,2730.92,65.23,0.00,,4.67
T066R10W5,2014-07-09,14.57,6.49,22.65,0.01,2730.93,62.03,0.00,,8.60
T066R10W5,2014-07-10,8.81,6.14,11.48,9.80,2740.73,86.15,0.00,,13.74
T066R10W5,2014-07-11,17.96,13.72,22.20,0.00,2740.73,70.63,0.00,,6.51
T066R10W5,2014-07-12,19.965,13.69,26.24,0.00,2740.73,66.37,0.00,,6.41
T066R10W5,2014-07-13,19.59,12.50,26.68,0.00,2740.73,70.42,0.00,,6.54
T066R10W5,2014-07-14,19.535,13.19,25.88,0.00,2740.73,71.94,0.00,,8.00
T066R10W5,2014-07-15,22.585,16.54,28.63,0.00,2740.73,75.91,0.00,,4.84
T066R10W5,2014-07-16,19.885,13.27,26.50,0.00,2740.73,67.64,0.00,,8.02
T066R10W5,2014-07-17,12.18,8.45,15.91,19.80,2760.53,92.53,0.00,,6.40
T066R10W5,2014-07-18,14.015,8.71,19.32,2.16,2762.69,84.27,0.00,,5.15
T066R10W5,2014-07-19,13.53,8.21,18.85,0.78,2763.47,74.75,0.00,,13.86
T066R10W5,2014-07-20,12.175,8.20,16.15,2.74,2766.21,85.43,0.00,,5.37
T066R10W5,2014-07-21,15.455,10.77,20.14,1.18,2767.39,73.10,0.00,,4.22
T066R10W5,2014-07-22,15.95,10.81,21.09,0.00,2767.39,75.23,0.00,,9.88
T066R10W5,2014-07-23,17.4,11.62,23.18,30.78,2798.17,83.05,0.00,,4.51
T066R10W5,2014-07-24,14.355,9.42,19.29,18.62,2816.79,91.08,0.00,,8.45
T066R10W5,2014-07-25,10.935,9.67,12.20,15.68,2832.47,93.28,0.00,,17.08
T066R10W5,2014-07-26,13.525,9.19,17.86,1.37,2833.84,85.68,0.00,,7.14
T066R10W5,2014-07-27,16.895,11.70,22.09,6.67,2840.51,75.12,0.00,,4.07
T066R10W5,2014-07-28,18.775,13.34,24.21,0.39,2840.90,73.31,0.00,,5.19
T066R10W5,2014-07-29,21.645,16.21,27.08,0.00,2840.90,68.78,0.00,,5.58
T066R10W5,2014-07-30,20.005,11.89,28.12,7.65,2848.55,75.76,0.00,,6.17
T066R10W5,2014-07-31,16.835,10.55,23.12,3.92,2852.47,76.25,0.00,,5.54
T066R10W5,2014-08-01,13.42,10.11,16.73,0.00,2852.47,90.76,0.00,,5.60
T066R10W5,2014-08-02,16.08,10.37,21.79,0.00,2852.47,87.74,0.00,,4.57
T066R10W5,2014-08-03,19.935,14.65,25.22,0.00,2852.47,72.60,0.00,,3.45
T066R10W5,2014-08-04,18.44,12.20,24.68,0.00,2852.47,68.69,0.00,,6.37
T066R10W5,2014-08-05,17.75,12.76,22.74,0.00,2852.47,75.05,0.00,,8.49
T066R10W5,2014-08-06,16.625,9.74,23.51,0.00,2852.47,70.44,0.00,,6.18
T066R10W5,2014-08-07,15.645,8.80,22.49,0.79,2853.26,62.74,0.00,,6.92
T066R10W5,2014-08-08,10.265,7.34,13.19,6.10,2859.36,87.89,0.00,,4.56
T066R10W5,2014-08-09,14.035,8.99,19.08,0.00,2859.36,70.21,0.00,,7.79
T066R10W5,2014-08-10,16.41,10.84,21.98,0.00,2859.36,65.01,0.00,,8.37
T066R10W5,2014-08-11,19.53,13.52,25.54,0.00,2859.36,62.89,0.00,,6.18
T066R10W5,2014-08-12,19.49,13.72,25.26,0.00,2859.36,70.15,0.00,,9.31
T066R10W5,2014-08-13,21.46,14.11,28.81,6.69,2866.05,72.26,0.00,,5.22
T066R10W5,2014-08-14,21.335,15.60,27.07,0.00,2866.05,60.92,0.00,,5.10
T066R10W5,2014-08-15,20.4,15.51,25.29,0.00,2866.05,70.50,0.00,,4.96
T066R10W5,2014-08-16,19.065,13.62,24.51,18.90,2884.95,81.81,0.00,,6.14
T066R10W5,2014-08-17,17.905,12.11,23.70,0.00,2884.95,75.23,0.00,,6.63
T066R10W5,2014-08-18,16.585,10.36,22.81,0.00,2884.95,70.03,0.00,,10.00
T066R10W5,2014-08-19,12.31,5.53,19.09,0.00,2884.95,70.95,0.00,,9.83
T066R10W5,2014-08-20,8.42,3.91,12.93,0.80,2885.75,85.36,0.00,,9.48
T066R10W5,2014-08-21,7.97,3.81,12.13,0.00,2885.75,83.68,0.00,,3.26
T066R10W5,2014-08-22,8.885,5.10,12.67,0.00,2885.75,83.27,0.00,,4.00
T066R10W5,2014-08-23,9.675,5.45,13.90,0.00,2885.75,67.97,0.00,,11.49
T066R10W5,2014-08-24,10.555,5.04,16.07,0.00,2885.75,76.24,0.00,,11.23
T066R10W5,2014-08-25,12.765,6.76,18.77,0.00,2885.75,71.92,0.00,,13.78
T066R10W5,2014-08-26,15.89,10.27,21.51,0.00,2885.75,69.52,0.00,,13.69
T066R10W5,2014-08-27,13.575,8.51,18.64,0.21,2885.96,67.33,0.00,,13.62
T066R10W5,2014-08-28,11.27,6.48,16.06,0.00,2885.96,57.06,0.00,,12.48
T066R10W5,2014-08-29,10.32,5.58,15.06,1.18,2887.14,74.63,0.00,,10.83
T066R10W5,2014-08-30,10.44,5.37,15.51,0.01,2887.15,74.39,0.00,,14.52
T066R10W5,2014-08-31,9.87,5.46,14.28,0.01,2887.16,69.90,0.00,,17.13
T066R10W5,2014-09-01,8.43,5.66,11.20,2.16,2889.32,80.83,0.00,,12.08
T066R10W5,2014-09-02,8.105,5.17,11.04,6.47,2895.79,91.93,0.00,,9.86
T066R10W5,2014-09-03,9.275,5.10,13.45,0.00,2895.79,80.47,0.00,,10.52
T066R10W5,2014-09-04,10.2,5.34,15.06,0.00,2895.79,69.32,0.00,,15.37
T066R10W5,2014-09-05,10.685,5.66,15.71,0.00,2895.79,67.79,0.00,,13.68
T066R10W5,2014-09-06,14.645,8.36,20.93,2.55,2898.34,58.54,0.00,,14.80
T066R10W5,2014-09-07,4.885,-2.73,12.50,6.67,2905.01,90.27,0.00,,13.81
T066R10W5,2014-09-08,-2.12,-4.16,-0.08,3.72,2908.73,93.43,4.21,,8.01
T066R10W5,2014-09-09,-1.86,-3.76,0.04,4.51,2913.24,93.92,9.35,,5.57
T066R10W5,2014-09-10,-0.985,-3.56,1.59,0.00,2913.24,89.11,9.09,,6.99
T066R10W5,2014-09-11,3.31,-3.48,10.10,0.20,2913.44,74.84,0.00,,17.52
T066R10W5,2014-09-12,5.525,0.74,10.31,0.02,2913.46,69.84,0.00,,13.75
T066R10W5,2014-09-13,6.18,1.08,11.28,0.00,2913.46,68.54,0.00,,10.37
T066R10W5,2014-09-14,9.87,5.08,14.66,0.01,2913.47,72.17,0.00,,9.96
T066R10W5,2014-09-15,14.42,8.24,20.60,0.00,2913.47,61.15,0.00,,8.29
T066R10W5,2014-09-16,15.94,9.45,22.43,0.00,2913.47,56.17,0.00,,8.17
T066R10W5,2014-09-17,15.235,8.86,21.61,1.57,2915.04,62.47,0.00,,9.73
T066R10W5,2014-09-18,11.795,8.05,15.54,0.60,2915.64,79.58,0.00,,10.03
T066R10W5,2014-09-19,11.665,6.31,17.02,0.02,2915.66,64.25,0.00,,18.56
T066R10W5,2014-09-20,11.505,5.70,17.31,0.00,2915.66,57.72,0.00,,19.09
T066R10W5,2014-09-21,17.155,11.79,22.52,0.00,2915.66,54.71,0.00,,13.66
T066R10W5,2014-09-22,17.75,9.59,25.91,1.76,2917.42,46.44,0.00,,13.46
T066R10W5,2014-09-23,12.44,7.74,17.14,0.00,2917.42,65.36,0.00,,13.42
T066R10W5,2014-09-24,13.23,7.19,19.27,0.01,2917.43,77.51,0.00,,11.02
T066R10W5,2014-09-25,8.32,4.03,12.61,6.66,2924.09,83.89,0.00,,13.52
T066R10W5,2014-09-26,3.22,0.44,6.00,3.33,2927.42,98.90,0.00,,11.21
T066R10W5,2014-09-27,0.59,-0.81,1.99,0.40,2927.82,98.30,0.00,,9.96
T066R10W5,2014-09-28,2.09,-0.52,4.70,0.21,2928.03,98.85,0.00,,14.74
T066R10W5,2014-09-29,8.26,2.54,13.98,0.59,2928.62,92.43,0.00,,9.37
T066R10W5,2014-09-30,5.905,2.09,9.72,0.00,2928.62,82.61,0.00,,20.39
T066R10W5,2014-10-01,2.05,-4.59,8.69,3.63,2932.25,82.01,0.00,,19.62
T066R10W5,2014-10-02,-2.14,-5.17,0.89,2.28,2934.53,79.00,2.57,,17.63
T066R10W5,2014-10-03,0.88,-4.73,6.49,0.19,2934.72,77.19,0.00,,16.20
T066R10W5,2014-10-04,9.665,4.63,14.70,0.38,2935.10,73.79,0.00,,19.79
T066R10W5,2014-10-05,8.82,5.14,12.50,0.00,2935.10,64.80,0.00,,18.22
T066R10W5,2014-10-06,7.205,3.63,10.78,4.75,2939.85,74.89,0.00,,21.75
T066R10W5,2014-10-07,5.04,0.60,9.48,0.38,2940.23,60.82,0.00,,10.54
T066R10W5,2014-10-08,4.635,1.37,7.90,5.51,2945.74,94.04,0.00,,8.77
T066R10W5,2014-10-09,7.865,2.89,12.84,0.38,2946.12,83.97,0.00,,11.36
T066R10W5,2014-10-10,12.56,6.41,18.71,0.00,2946.12,58.39,0.00,,16.30
T066R10W5,2014-10-11,8.13,4.32,11.94,0.00,2946.12,65.29,0.00,,20.22
T066R10W5,2014-10-12,6.1,2.08,10.12,0.00,2946.12,67.01,0.00,,18.05
T066R10W5,2014-10-13,6.66,1.73,11.59,0.19,2946.31,61.13,0.00,,11.09
T066R10W5,2014-10-14,6.195,1.53,10.86,0.00,2946.31,70.39,0.00,,13.08
T066R10W5,2014-10-15,4.23,1.08,7.38,0.00,2946.31,76.30,0.00,,9.00
T066R10W5,2014-10-16,2.49,-0.40,5.38,0.00,2946.31,93.10,0.00,,12.60
T066R10W5,2014-10-17,2.695,-0.32,5.71,0.00,2946.31,91.32,0.00,,13.75
T066R10W5,2014-10-18,9.315,4.20,14.43,0.00,2946.31,62.84,0.00,,15.25
T066R10W5,2014-10-19,9.81,4.20,15.42,0.00,2946.31,56.97,0.00,,13.67
T066R10W5,2014-10-20,11.305,5.95,16.66,0.00,2946.31,55.08,0.00,,13.68
T066R10W5,2014-10-21,7.785,2.80,12.77,0.00,2946.31,65.75,0.00,,9.48
T066R10W5,2014-10-22,4.725,2.54,6.91,0.00,2946.31,67.17,0.00,,13.22
T066R10W5,2014-10-23,5.19,-0.25,10.63,0.00,2946.31,70.15,0.00,,15.86
T066R10W5,2014-10-24,2.19,-1.38,5.76,0.00,2946.31,72.92,0.00,,21.36
T066R10W5,2014-10-25,-1.165,-3.62,1.29,0.00,2946.31,81.98,0.00,,13.41
T066R10W5,2014-10-26,-2.24,-3.31,-1.17,0.00,2946.31,97.08,0.00,,10.77
T066R10W5,2014-10-27,-3.065,-5.11,-1.02,2.47,2948.78,95.05,2.88,,9.90
T066R10W5,2014-10-28,-4.705,-5.42,-3.99,0.00,2948.78,95.07,2.80,,5.45
T066R10W5,2014-10-29,-2.405,-4.03,-0.78,1.52,2950.30,96.66,4.55,,1.84
T066R10W5,2014-10-30,-2.21,-2.91,-1.51,0.00,2950.30,97.07,4.47,,9.35
T066R10W5,2014-10-31,0.215,-1.87,2.30,10.08,2960.38,92.59,16.48,,15.90
T066R10W5,2014-11-01,0.825,-2.54,4.19,1.68,2962.06,85.21,18.41,,10.54
T066R10W5,2014-11-02,0.675,-3.20,4.55,0.00,2962.06,74.87,18.33,,13.31
T066R10W5,2014-11-03,-0.41,-3.78,2.96,0.00,2962.06,79.66,18.26,,14.49
T066R10W5,2014-11-04,-1.23,-3.81,1.35,4.59,2966.65,88.75,23.70,,15.99
T066R10W5,2014-11-05,0.055,-2.61,2.72,0.15,2966.80,71.87,23.81,,16.49
T066R10W5,2014-11-06,2.625,-1.49,6.74,0.00,2966.80,75.37,23.74,,18.28
T066R10W5,2014-11-07,-3.395,-6.00,-0.79,0.00,2966.80,87.20,23.68,,10.10
T066R10W5,2014-11-08,-8.255,-11.70,-4.81,0.00,2966.80,91.45,23.64,,4.84
T066R10W5,2014-11-09,-11.35,-13.73,-8.97,0.00,2966.80,89.25,23.61,,3.52
T066R10W5,2014-11-10,-16.785,-19.49,-14.08,0.00,2966.80,82.88,23.58,,15.61
T066R10W5,2014-11-11,-14.79,-19.70,-9.88,0.00,2966.80,85.20,23.56,,2.92
T066R10W5,2014-11-12,-13.565,-17.34,-9.79,0.08,2966.88,85.61,23.62,,4.55
T066R10W5,2014-11-13,-10.66,-16.53,-4.79,0.00,2966.88,83.54,23.59,,9.93
T066R10W5,2014-11-14,-16.82,-20.90,-12.74,0.08,2966.96,81.90,23.66,,13.34
T066R10W5,2014-11-15,-8.675,-14.57,-2.78,0.61,2967.57,64.38,24.37,,24.20
T066R10W5,2014-11-16,-7.9,-11.69,-4.11,0.00,2967.57,64.58,24.34,,14.24
T066R10W5,2014-11-17,-2.6,-8.84,3.64,1.38,2968.95,51.34,25.95,,21.26
T066R10W5,2014-11-18,-5.255,-8.60,-1.91,1.30,2970.25,87.64,27.48,,18.31
T066R10W5,2014-11-19,-6.335,-10.07,-2.60,0.08,2970.33,92.43,27.55,,8.37
T066R10W5,2014-11-20,1.62,-2.50,5.74,2.75,2973.08,90.71,30.81,,15.48
T066R10W5,2014-11-21,-0.45,-2.94,2.04,5.74,2978.82,96.87,37.67,,12.97
T066R10W5,2014-11-22,-8.025,-12.93,-3.12,7.04,2985.86,92.64,46.09,,4.86
T066R10W5,2014-11-23,-8.765,-14.60,-2.93,1.84,2987.70,93.10,48.27,,4.31
T066R10W5,2014-11-24,-4.47,-6.22,-2.72,1.84,2989.54,93.68,50.45,,13.55
T066R10W5,2014-11-25,-8.615,-12.07,-5.16,3.82,2993.36,91.63,55.02,,7.76
T066R10W5,2014-11-26,-7.59,-11.53,-3.65,0.08,2993.44,92.14,55.10,,8.22
T066R10W5,2014-11-27,-18.185,-24.57,-11.80,9.18,3002.62,83.26,66.10,,12.42
T066R10W5,2014-11-28,-26.975,-29.05,-24.90,4.97,3007.59,77.53,72.06,,13.04
T066R10W5,2014-11-29,-24.23,-29.59,-18.87,0.00,3007.59,78.88,72.06,,17.59
T066R10W5,2014-11-30,-20.87,-26.88,-14.86,0.08,3007.67,79.48,72.14,,20.48
T066R10W5,2014-12-01,-13.895,-16.63,-11.16,0.37,3008.04,84.09,72.58,,17.40
T066R10W5,2014-12-02,-14.75,-17.53,-11.97,0.92,3008.96,83.09,73.68,,19.25
T066R10W5,2014-12-03,-8.325,-12.38,-4.27,0.55,3009.51,87.15,74.34,,20.76
T066R10W5,2014-12-04,-8.13,-11.16,-5.10,1.76,3011.27,90.13,76.44,,13.59
T066R10W5,2014-12-05,-10.295,-12.83,-7.76,0.09,3011.36,84.64,76.54,,15.74
T066R10W5,2014-12-06,-5.995,-10.56,-1.43,2.59,3013.95,90.93,79.64,,12.35
T066R10W5,2014-12-07,-4.025,-7.08,-0.97,0.09,3014.04,87.26,79.75,,21.03
T066R10W5,2014-12-08,-2.735,-7.05,1.58,0.00,3014.04,82.98,79.74,,22.60
T066R10W5,2014-12-09,3.485,-0.60,7.57,0.00,3014.04,68.59,79.73,,22.21
T066R10W5,2014-12-10,2.52,-0.65,5.69,0.00,3014.04,69.88,79.72,,15.84
T066R10W5,2014-12-11,3.42,-0.03,6.87,0.28,3014.32,72.73,79.99,,13.53
T066R10W5,2014-12-12,0.76,-3.07,4.59,0.00,3014.32,81.97,79.98,,12.14
T066R10W5,2014-12-13,-2.65,-5.34,0.04,0.09,3014.41,83.71,80.09,,17.68
T066R10W5,2014-12-14,-4.38,-8.03,-0.73,0.00,3014.41,78.13,80.09,,11.34
T066R10W5,2014-12-15,-8.735,-12.69,-4.78,0.00,3014.41,88.54,80.08,,19.50
T066R10W5,2014-12-16,-11.855,-14.13,-9.58,0.00,3014.41,88.97,80.08,,10.26
T066R10W5,2014-12-17,-7.86,-12.42,-3.30,0.00,3014.41,86.42,80.08,,9.73
T066R10W5,2014-12-18,-3.325,-5.88,-0.77,0.00,3014.41,79.20,80.08,,9.04
T066R10W5,2014-12-19,-3.325,-7.05,0.40,0.00,3014.41,77.69,80.07,,14.56
T066R10W5,2014-12-20,-4.13,-6.90,-1.36,0.00,3014.41,69.26,80.07,,14.42
T066R10W5,2014-12-21,-4.08,-6.74,-1.42,10.08,3024.49,85.71,92.17,,13.88
T066R10W5,2014-12-22,-3.705,-5.35,-2.06,0.00,3024.49,89.62,92.16,,20.78
T066R10W5,2014-12-23,-4.995,-7.28,-2.71,2.40,3026.89,83.78,95.05,,15.90
T066R10W5,2014-12-24,-8.05,-13.12,-2.98,8.42,3035.31,92.15,105.15,,16.08
T066R10W5,2014-12-25,-12.86,-15.74,-9.98,2.13,3037.44,88.87,107.70,,9.75
T066R10W5,2014-12-26,-11.46,-15.83,-7.09,0.09,3037.53,89.57,107.81,,14.31
T066R10W5,2014-12-27,-10.685,-14.43,-6.94,0.09,3037.62,88.93,107.91,,7.96
T066R10W5,2014-12-28,-16.9,-20.32,-13.48,0.55,3038.17,84.96,108.58,,7.32
T066R10W5,2014-12-29,-21.545,-24.46,-18.63,0.00,3038.17,80.52,108.58,,9.86
T066R10W5,2014-12-30,-13.24,-20.19,-6.29,0.46,3038.63,66.08,109.13,,20.92
T066R10W5,2014-12-31,-4.47,-8.33,-0.61,0.09,3038.72,63.41,109.24,,27.35
T066R10W5,2015-01-01,-7.78,-14.35,-1.21,4.03,3042.75,90.01,114.07,,13.08
T066R10W5,2015-01-02,-19.025,-22.66,-15.39,7.82,3050.57,82.40,123.45,,12.48
T066R10W5,2015-01-03,-26.64,-29.74,-23.54,1.11,3051.68,76.16,124.78,,21.04
T066R10W5,2015-01-04,-22.78,-27.65,-17.91,0.47,3052.15,78.09,125.35,,15.02
T066R10W5,2015-01-05,-19.66,-23.20,-16.12,0.63,3052.78,73.91,126.10,,16.43
T066R10W5,2015-01-06,-19.505,-22.22,-16.79,0.08,3052.86,82.68,126.19,,9.63
T066R10W5,2015-01-07,-11.565,-22.53,-0.60,4.27,3057.13,86.14,131.31,,22.85
T066R10W5,2015-01-08,-20.875,-24.63,-17.12,0.32,3057.45,72.18,131.68,,13.86
T066R10W5,2015-01-09,-14.96,-20.90,-9.02,0.00,3057.45,67.84,131.68,,19.13
T066R10W5,2015-01-10,-14.44,-17.13,-11.75,1.11,3058.56,80.38,133.00,,10.05
T066R10W5,2015-01-11,-12.385,-16.60,-8.17,0.00,3058.56,85.28,132.99,,12.64
T066R10W5,2015-01-12,-7.02,-10.52,-3.52,0.95,3059.51,87.27,134.12,,17.64
T066R10W5,2015-01-13,-1.7,-5.09,1.69,5.69,3065.20,88.75,140.93,,22.90
T066R10W5,2015-01-14,0.715,-2.12,3.55,2.29,3067.49,77.52,143.66,,24.34
